,id,created_at,updated_at,name,description,status,gsf_standards_version,estimated_annual_credits,crediting_period_start_date,crediting_period_end_date,methodology,type,size,sustaincert_id,sustaincert_url,project_developer,country,country_code,latitude,longitude,state,carbon_stream,programme_of_activities,sustainable_development_goals,poa_project_id,poa_project_sustaincert_id,poa_project_name,Goal 13: Climate Action,Goal 7: Affordable and Clean Energy,Goal 1: No Poverty,Goal 8: Decent Work and Economic Growth,Goal 3: Good Health and Well-Being,Goal 5: Gender Equality,Goal 6: Clean Water and Sanitation,Goal 15: Life On Land,Goal 12: Responsible Production and Consumption,VER_retired_credits,VER_issued_credits,CER_issued_credits
71,3183,2021-05-18 14:41:47+00:00,2022-11-17 05:01:56+00:00,CPA 041 – BioLite HomeStove in Kenya,"The CPA involves the substitution of traditional and inefficient biomass cookstoves with efficient biomass cookstove (wood, charcoal) in rural and/or urban household in Kenya. This will result in a reduction in usage of fuel (biomass) for cooking purposes which contributes to environmental sustainability and community development. The CPA is registered under CDM PoA-7997 with reference no: 7997-P1-0041-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,48877,2019-12-15,2024-12-14,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,11195,https://platform.sustain-cert.com/public-project/2423,Biolite Inc,Kenya,KE,,,,VER,VPA,"[{'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",3179.0,11191.0,BioLite Improved Cook stoves Programme,True,True,,,,True,,True,,,696.0,
72,3184,2021-05-18 14:52:12+00:00,2022-12-07 15:07:34+00:00,CPA 051 – Charcoal Stoves in Kenya,"The CPA involves the substitution of traditional and inefficient biomass cookstoves with efficient biomass cookstove (wood, charcoal) in rural and/or urban household in Kenya. This will result in a reduction in usage of fuel (biomass) for cooking purposes which contributes to environmental sustainability and community development. The CPA is registered under CDM PoA-7997 with reference no: 7997-P1-0051-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,49023,2019-12-15,2026-12-14,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,11196,https://platform.sustain-cert.com/public-project/2424,Biolite Inc,Kenya,KE,,,,VER,VPA,"[{'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",3179.0,11191.0,BioLite Improved Cook stoves Programme,True,True,,,,True,,True,,,31306.0,
73,3185,2021-05-18 14:52:18+00:00,2022-12-07 15:09:25+00:00,CPA 052 – Charcoal Stoves in Kenya,"The CPA involves the substitution of traditional and inefficient biomass cookstoves with efficient biomass cookstove (wood, charcoal) in rural and/or urban household in Kenya. This will result in a reduction in usage of fuel (biomass) for cooking purposes which contributes to environmental sustainability and community development. The CPA is registered under CDM PoA-7997 with reference no: 7997-P1-0052-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,49023,2019-12-15,2024-12-14,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,11197,https://platform.sustain-cert.com/public-project/2425,Biolite Inc,Kenya,KE,,,,VER,VPA,"[{'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",3179.0,11191.0,BioLite Improved Cook stoves Programme,True,True,,,,True,,True,,,24502.0,
74,3186,2021-05-18 14:52:26+00:00,2022-12-07 15:11:40+00:00,CPA 053 – Charcoal Stoves in Kenya,"The CPA involves the substitution of traditional and inefficient biomass cookstoves with efficient biomass cookstove (wood, charcoal) in rural and/or urban household in Kenya. This will result in a reduction in usage of fuel (biomass) for cooking purposes which contributes to environmental sustainability and community development. The CPA is registered under CDM PoA-7997 with reference no: 7997-P1-0053-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,49023,2019-12-15,2024-12-14,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,11198,https://platform.sustain-cert.com/public-project/2426,Biolite Inc,Kenya,KE,,,,VER,VPA,"[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",3179.0,11191.0,BioLite Improved Cook stoves Programme,True,True,,,,True,,True,,,43038.0,
75,3187,2021-05-18 14:52:32+00:00,2022-12-07 15:13:12+00:00,CPA 054 – Charcoal Stoves in Kenya,"The CPA involves the substitution of traditional and inefficient biomass cookstoves with efficient biomass cookstove (wood, charcoal) in rural and/or urban household in Kenya. This will result in a reduction in usage of fuel (biomass) for cooking purposes which contributes to environmental sustainability and community development. The CPA is registered under CDM PoA-7997 with reference no: 7997-P1-0054-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,49023,2019-12-15,2024-12-14,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,11199,https://platform.sustain-cert.com/public-project/2427,Biolite Inc,Kenya,KE,,,,VER,VPA,"[{'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}]",3179.0,11191.0,BioLite Improved Cook stoves Programme,True,True,,,,True,,True,,,35220.0,
76,3188,2021-05-18 14:52:37+00:00,2022-12-07 15:15:44+00:00,CPA 055 – Charcoal Stoves in Kenya,"The CPA involves the substitution of traditional and inefficient biomass cookstoves with efficient biomass cookstove (wood, charcoal) in rural and/or urban household in Kenya. This will result in a reduction in usage of fuel (biomass) for cooking purposes which contributes to environmental sustainability and community development. The CPA is registered under CDM PoA-7997 with reference no: 7997-P1-0055-CP1.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,49023,2019-12-15,2024-12-14,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,11200,https://platform.sustain-cert.com/public-project/2428,Biolite Inc,Kenya,KE,,,,VER,VPA,"[{'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",3179.0,11191.0,BioLite Improved Cook stoves Programme,True,True,,,,True,,True,,,2984.0,
77,3196,2021-05-27 09:13:05+00:00,2022-05-24 10:32:22+00:00,Multi-Layer Household Water Filtration System in Kenya,"The water purifiers of the project will offer an affordable, long-term and zero emission solution for households that generally consume unsafe drinking water. It will not only dramatically increase access to safe drinking water but also reduce consumption for woody fuels previously required to treat drinking water, which will decrease environmental degradation and greenhouse gas emissions.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,471924,2020-10-09,2025-10-08,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Large Scale,11207,https://platform.sustain-cert.com/public-project/2435,"Profit Carbon Environmental Energy Technology (Shanghai) Co., Ltd.",Kenya,KE,,,,VER,Standalone,"[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}]",,,,True,,,True,True,,True,,,49877.0,282570.0,
78,3211,2021-06-21 03:38:21+00:00,2022-05-24 10:33:03+00:00,Ganzhou Swine Farm Animal Manure Management System GHG Mitigation Project,"Ganzhou Swine Farm Animal Manure Management System GHG Mitigation Project introduces new animal waste management systems to a group of 10 swine farms in Ganzhou City of Jiangxi Province, which are owned by Jiangxi Zhengbang Breeding Co. Ltd (hereinafter called” Zhengbang”). The purpose of the project activity is to treat the manure and wastewater from the 10 swine farms to avoid methane emissions generated in the baseline uncovered anaerobic lagoons.

The project activity will replace the current open anaerobic lagoons with 10 new closed anaerobic digesters. The biogas generated during the treatment process will be captured for power generation, the electricity generated are all used by the swine farms. After anaerobic digestion, the fermented sludge will be treated in aerobic composting system, which will be used as fertilizer. Wastewater from the new animal waste management systems will be treated aerobically and then used for agriculture irrigation. ",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,498012,2020-10-01,2025-09-30,ACM0010 GHG emission reductions from manure management systems,Biogas - Electricity,Large Scale,11222,https://platform.sustain-cert.com/public-project/2450,"Profit Carbon Environmental Energy Technology (Shanghai) Co., Ltd.",China,CN,,,,VER,Standalone,"[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}]",,,,True,True,,True,,,,,,12434.0,709594.0,
79,3227,2021-06-25 06:04:10+00:00,2022-05-24 10:33:12+00:00,Ji’an Swine Farm Animal Manure Management System GHG Mitigation Project ,"Ji’an Swine Farm Animal Manure Management System GHG Mitigation Project (“the project”) introduces new animal waste management systems to a group of 9 swine farms in Ji’an City of Jiangxi Province, which are owned by Jiangxi Zhengbang Breeding Co. Ltd (hereinafter called” Zhengbang”). The purpose of the project activity is to treat the manure and wastewater from the 9 swine farms to avoid methane emissions generated in the baseline uncovered anaerobic lagoons.
The project activity will replace the current open anaerobic lagoons with 9 new closed anaerobic digesters. The biogas generated during the treatment process will be captured for power generation, the electricity generated are all used by the swine farms. After anaerobic digestion, the fermented sludge will be treated in aerobic composting system, which will be used as fertilizer. Wastewater from the new animal waste management systems will be treated aerobically and then used for agriculture irrigation. ",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,480495,2020-10-01,2025-09-30,ACM0010 GHG emission reductions from manure management systems,Biogas - Electricity,Large Scale,11238,https://platform.sustain-cert.com/public-project/2466,"Profit Carbon Environmental Energy Technology (Shanghai) Co., Ltd.",China,CN,,,,VER,Standalone,"[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}]",,,,True,True,,True,,,,,,77326.0,647966.0,
80,3228,2021-06-28 01:56:22+00:00,2022-05-24 10:33:21+00:00,Shangrao Swine Farm Animal Manure Management System GHG Mitigation Project ,"Shangrao Swine Farm Animal Manure Management System GHG Mitigation Project (“the project”) introduces new animal waste management systems to a group of 9 swine farms in Shangrao City of Jiangxi Province, which are owned by Jiangxi Zhengbang Breeding Co. Ltd (hereinafter called” Zhengbang”). The purpose of the project activity is to treat the manure and wastewater from the 9 swine farms to avoid methane emissions generated in the baseline uncovered anaerobic lagoons.
The project activity will replace the current open anaerobic lagoons with 9 new closed anaerobic digesters. The biogas generated during the treatment process will be captured for power generation, the electricity generated are all used by the swine farms. After anaerobic digestion, the fermented sludge will be treated in aerobic composting system, which will be used as fertilizer. Wastewater from the new animal waste management systems will be treated aerobically and then used for agriculture irrigation. ",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,432932,2020-10-01,2025-09-30,ACM0010 GHG emission reductions from manure management systems,Biogas - Electricity,Large Scale,11239,https://platform.sustain-cert.com/public-project/2467,"Profit Carbon Environmental Energy Technology (Shanghai) Co., Ltd.",China,CN,,,,VER,Standalone,"[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",,,,True,True,,True,,,,,,60000.0,580446.0,
81,3276,2021-07-27 07:45:28+00:00,2022-07-06 10:33:29+00:00,Muyuan Nanyang Swine Farm Animal Waste Management System GHG Mitigation Project ,"The proposed project activity is to treat the manure and wastewater from swine farms of Muyuan Foods Co.,Ltd., in Nanyang City, Henan Province (hereafter refer to as Muyuan) which consists fourteen subsidiary swine farms. Each subsidiary swine farm will install one animal waste management system, and the manure is treated on site. The purpose of the project activity is to treat the manure and wastewater to avoid methane emissions generated in the baseline uncovered anaerobic lagoons.
The project activity uses flushing system to collect the manure automatically. All the manure and wastewater is collected and then be separated first. the solid will be treated in aerobic composting system and the organic fertilizers will be produced, which partly will be supplied to the farmers living around free and partly will be sold as fertilizer. The liquid will be treated through anaerobic digestion and the biogas generated during the treatment process will be captured and then be destroyed through the flaring system, The sludge produced from anaerobic digestion will be treated through aerobic composting together with the solid, the effluent will be supplied to the farmers living around free for agriculture irrigation. 
",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,478780,2020-11-01,2035-10-31,ACM0010 GHG emission reductions from manure management systems,Biogas - Electricity,Large Scale,11255,https://platform.sustain-cert.com/public-project/2483,"Profit Carbon Environmental Energy Technology (Shanghai) Co., Ltd.",China,CN,,,,VER,Standalone,"[{'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}]",,,,True,,,True,,,,,True,29781.0,778651.0,
82,3277,2021-07-27 09:31:56+00:00,2022-07-12 06:37:49+00:00,Changdao Geothermal Central Heating System,"The project activity is designed to introduce geothermal energy based space heating system to realize heat supply to a series of new residential buildings and commercial buildings in Changdao county over winter season, which will displace heat supply from isolated coal-fired boilers as a business-as-usual scenario in the project area.
Changdao county is in Yantai City of Shandong Province. According to the current Changdao County Urban Master Plan requirements, the Changdao County government will take a series of measures to improve the environment and the living conditions of residents. The proposed project will involve the construction and operation of geothermal production wells, reinjection wells, heat substations and heat supply pipelines. 
The project owner is Jiangsu Zhiji New Energy Technology Co., Ltd. It can supply geothermal heat to 6,332.5 thousand m2 of newly built residential buildings and 1,117.5 thousand m2 of newly built commercial buildings with a total heating load of 381.4 MW. The scenario prior to the implementation of the proposed project activity is that heat supplied to the building areas in winter would be provided by isolated coal-fired boilers.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,382547,2020-11-15,2026-11-14,AM0072 Fossil Fuel Displacement by Geothermal Resources for Space Heating,Geothermal,Large Scale,11256,https://platform.sustain-cert.com/public-project/2484,"Profit Carbon Environmental Energy Technology (Shanghai) Co., Ltd.",China,CN,,,,VER,Standalone,"[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}]",,,,True,True,,True,,,,,,,697772.0,
83,3280,2021-07-30 07:25:14+00:00,2023-01-05 04:57:13+00:00,Improved Cookstove and Safe Water Programme – Nigeria – VPA 01,"The stated goal of proposed VPA is widespread dissemination of low GHG water purification technologies (WPS) to schools and other institutions in Nigeria. The VPA will use carbon finance to support local partners engaged in operation, sales and distribution and maintenance of various WPS technologies.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,60000,2021-01-01,2025-12-31,GS Water Access and WASH Methodology v1.,Energy Efficiency - Domestic,Small Scale,11259,https://platform.sustain-cert.com/public-project/2487,Impact Carbon,Nigeria,NG,,,,VER,VPA,"[{'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",3177.0,11189.0,Improved Cookstove and Safe Water Programme,True,True,True,True,True,,True,,,52916.0,52916.0,
84,3281,2021-07-30 07:27:02+00:00,2023-01-05 04:57:29+00:00,Improved Cookstove and Safe Water Programme – Nigeria – VPA 02,"The stated goal of proposed VPA is widespread dissemination of low GHG water purification technologies (WPS) to schools and other institutions in Nigeria. The VPA will use carbon finance to support local partners engaged in operation, sales and distribution and maintenance of various WPS technologies.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,60000,2021-01-01,2025-12-31,GS Water Access and WASH Methodology v1.,Energy Efficiency - Domestic,Small Scale,11260,https://platform.sustain-cert.com/public-project/2488,Impact Carbon,Nigeria,NG,,,,VER,VPA,"[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}]",3177.0,11189.0,Improved Cookstove and Safe Water Programme,True,True,True,True,True,,True,,,48909.0,48909.0,
85,3282,2021-07-30 07:29:22+00:00,2023-01-05 05:09:37+00:00,Improved Cookstove and Safe Water Programme – Nigeria – VPA 03,"The stated goal of proposed VPA is widespread dissemination of low GHG water purification technologies (WPS) to schools and other institutions in Nigeria. The VPA will use carbon finance to support local partners engaged in operation, sales and distribution and maintenance of various WPS technologies.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,60000,2021-01-01,2025-12-31,GS Water Access and WASH Methodology v1.,Energy Efficiency - Domestic,Small Scale,11261,https://platform.sustain-cert.com/public-project/2489,Impact Carbon,Nigeria,NG,,,,VER,VPA,"[{'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",3177.0,11189.0,Improved Cookstove and Safe Water Programme,True,True,True,True,True,,True,,,51406.0,51406.0,
86,3283,2021-07-30 07:30:56+00:00,2023-01-05 05:07:19+00:00,Improved Cookstove and Safe Water Programme – Nigeria – VPA 04,"The stated goal of proposed VPA is widespread dissemination of low GHG water purification technologies (WPS) to schools and other institutions in Nigeria. The VPA will use carbon finance to support local partners engaged in operation, sales and distribution and maintenance of various WPS technologies.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,60000,2021-01-01,2025-12-31,GS Water Access and WASH Methodology v1.,Energy Efficiency - Domestic,Small Scale,11262,https://platform.sustain-cert.com/public-project/2490,Impact Carbon,Nigeria,NG,,,,VER,VPA,"[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}]",3177.0,11189.0,Improved Cookstove and Safe Water Programme,True,True,True,True,True,,True,,,52130.0,52130.0,
87,3284,2021-07-30 07:32:44+00:00,2023-01-05 05:07:32+00:00,Improved Cookstove and Safe Water Programme – Nigeria – VPA 05,"The stated goal of proposed VPA is widespread dissemination of low GHG water purification technologies (WPS) to schools and other institutions in Nigeria. The VPA will use carbon finance to support local partners engaged in operation, sales and distribution and maintenance of various WPS technologies.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,60000,2021-01-01,2025-12-31,GS Water Access and WASH Methodology v1.,Energy Efficiency - Domestic,Small Scale,11263,https://platform.sustain-cert.com/public-project/2491,Impact Carbon,Nigeria,NG,,,,VER,VPA,"[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}]",3177.0,11189.0,Improved Cookstove and Safe Water Programme,True,True,True,True,True,,True,,,52931.0,52931.0,
